;meta[language=en]
; id      |key(hex)|key(str)| text
2114670806|00000000||俺たちはここに来て、彼女が約1年前に何らかの病気で亡くなったことを知った。そして少年は児童養護施設、このオリアンナの所に送られた。
2114670807|00000000||だが、俺たちはその少年もオリアンナも見つけることができなかった。
2114670808|00000000||あの吸血鬼どもの襲撃以来、児童養護施設は放棄された。今残っているのは散らかった子供たちの死体だけだ…
2114670809|00000000||男爵はかなり動揺していた。だが、それから私たちはオリアンナが生きていて健やかに過ごしていることを知った-小さな男の子と街に一緒にいる彼女を見かけた奴がいるらしい。
2114670810|00000000||男爵はこれが自分の息子であることを信じており、この女を見つけたいと強く望んでいる。しかし、彼女は…なにかとらえどころのない、誰もが彼女を知っているが、彼女がどこにいるのか-誰も知らないようなんだ。
2114670811|00000000||だから俺たちは分かれて、女が現れるかもしれない場所を今見張ってるんだ。
2114670812|00000000||正直、俺はこの辺りで座っているのにうんざりしてる…だから、お前が俺たちを手伝うことができれば、それは大いにありがたい！
2114670813|00000000||わかった。取引成立だ。
2114670814|00000000||それからお前は男爵と話しておくべきだ。
2114670869|00000000||隠すには悪い場所を選んだようだな。
2114670870|00000000||報酬について話そう。
2114670871|00000000||ただでやってやる。
2114670872|00000000||盗賊のためには働かない。
2114670873|00000000||子供？
2114670874|00000000||承知した。
2114670875|00000000||承服できない。
2114670877|00000000||腹を立てるな、流れ者。ここには何もない。
2114670878|00000000||止まれ！何を探している？
2114670879|00000000||俺はウィッチャーだ。お前の友達が俺をここに送り込んだ。男爵と取引がしたい。
2114670880|00000000||ええと、わかった。男爵は今ボークレールに出ているが、すぐに戻ってくるはずだ。少しここで待ってろ。
2114670881|00000000||ご機嫌よう、男爵！どうしたんですか？アルフレッドはどこに？
2114670882|00000000||あいつは逝った。オリアンナに殺された。
2114670883|00000000||なんだって？！でも…どうして？何が起こったか話してくれませんか？
2114670970|00000000||おお、それは…
2114670884|00000000||彼女は普通の女じゃない。たぶん魔女…あるいは怪物…何が起こったのか俺には完全にはわからない。
2114670885|00000000||そして、誰だと…ウィッチャー？ふむ、お前を遣わしたのは運命に違いない。
2114670886|00000000||実はそれはお前の友達だ。ゲラルトだ。
2114670887|00000000||彼の有名なリヴィアのゲラルトか。
2114670888|00000000||私の名前はエドワードだ。私はこいつら立派な紳士の世話をしている…
2114670889|00000000||そんなに偏見を持つな、ゲラルト、我々は罪のない人を奪ったり殺したりしない。
2114670890|00000000||信じられないな。だが俺はオリアンナについてここにいる。
2114670891|00000000||もちろん。この邪悪な女、彼女は非常に大切なものを盗んだ。
2114670892|00000000||だから私はお前に仕事の契約したい、ウィッチャー。その怪物を殺し、私のものを取り戻すために。
2114670893|00000000||子供か..
2114670894|00000000||ふむ、私はお前がすでにそのことを理解していることをわかっておくべきだった。。私はウィッチャーから何も期待してなかった…
2114670406|00000000||私の部下はもうその少年についてお前に話したのか？
2114670407|00000000||当然。では、その話は省略できるな。お前はその仕事を引き受けるのか？
2114670408|00000000||彼らが私について噂した奇妙な話のすべてを考えると、それは信じられないことだ。
2114670409|00000000||それは関係ない、私はお前にその真実を話そう。
2114670410|00000000||お前は本当に誰かを愛したことはあるのか、ウィッチャー？
2114670400|00000000||私はかつて一人の女を愛していた…
2114670401|00000000||私は庶民として生まれたが、剣の才能を持っていた。
2114670411|00000000||戦いで自分自身を証明した後、トゥサン公爵は私を一人の若い男として騎士にした。
2114670412|00000000||それは凄い光景だった、あらゆる貴族がこの底辺生まれの騎士に会いたがった。
2114670413|00000000||それが私が彼女に会った経緯であり、それをすべて気にしなかった唯一の人だった。
2114670414|00000000||我々は恋に落ち…一緒に息子をもうけた、そしてしばらくの間幸せな時を過ごした…
2114670415|00000000||彼女が庶民の婚外子の子供を産んだことが漏れたとき…
2114670416|00000000||その夜、私はボークレールから逃げ出し、子供は彼女の意志ではないと言うようにと約束させた。
2114670417|00000000||彼女は約束を破った。彼女の一族はす​​ぐに名誉を失った。彼らは私のためにすべてを失った。
2114670418|00000000||数ヶ月前、彼女が病気になり、我々の子供が孤児になったという知らせを受けた…
2114670419|00000000||あの街に彼女を一人にしておくべきではなかった！
2114670420|00000000||何年にもわたって後悔した後…私は彼女のそばで正しい行いをし、息子の世話をする必要があった。
2114670421|00000000||お前は何と言う、ウィッチャー？その仕事を引き受けて、私の少年を取り戻してくれないか？
2114670895|00000000||俺は盗賊のためには働かない。
2114670896|00000000||我々は普通の盗賊ではないがそれは重要なことじゃない。
2114670897|00000000||一人の父親としてお前の助けが必要と言っているんだ… そして、私はお前に十分に報いることができる。
2114670898|00000000||お前がラドヴィット王だったとしても、私はそんなに支払うことができないだろう！
2114670899|00000000||それは少し高いぞ、ウィッチャー。
2114670900|00000000||ありがとう、ウィッチャー。払おう。
2114670901|00000000||我慢の限界だ！お前は3000オレンで私の申し出を引き受けるか、ここから出てけ！
2114670902|00000000||気が変わったか、ウィッチャー？
2114670904|00000000||お前は高潔な目的のために戦うのか。だがお前が私の息子を取り戻すなら…私は何とかしてお前に報いたい。
2114670905|00000000||だがもっと情報が必要だ。お前の友人…彼に何が起こったんだ？
2114670906|00000000||我々はオリアンナの邸宅の外で待ち伏せを仕掛けた。
2114670907|00000000||アルフレッドと私はどこにも行けないように彼女を追い詰めた。私は彼女に息子と何をしていたのか聞いた。
2114670903|00000000||彼女は侮辱的な返答をしたので、アルフレッドは剣を振り上げようとした。
2114670908|00000000||彼女はすぐに姿を消した。そしてアルフレッド…私は彼の血にまみれていた。私にできることは何もなかった！
2114670909|00000000||どんな怪物がそんなことできるんだ？
2114670910|00000000||ああ、吸血鬼の一種に違いない。
2114670911|00000000||吸血鬼だと？ゲラルト、私の息子が危険だ。お前だけが頼みなんだ！
2114670912|00000000||大丈夫だ、俺が彼女を見つけるかどうか見てろ。
2114670913|00000000||お前は間違っていない。奇妙な音が聞こえてきたんだ…あの方向に、円形劇場のそばで。
2114670914|00000000||私は部下に離れるように言った。見てくれれば幸いだが。
2114670625|00000000||覚えておけ、ゲラルト、その少年が傷つけられてはならない。
2114670626|00000000||オリアンナを見つけたのか？
2114670627|00000000||それなら仕事にかかれ！私の息子は危険にさらされているんだ！
2114670628|00000000||来いよ!
2114670629|00000000||どこに行く、腰抜け？
2114670630|00000000||それがお前の限界か？
2114670631|00000000||なぜお前が彼女を見逃したのか分かる。
2114670915|00000000||報酬を払おう。
2114670916|00000000||お前は報酬無しで俺を手伝う。
2114670917|00000000||俺はこの女を助けたいんだ。
2114670918|00000000||雨が降っているときはもっと採れるんだが。
2114670919|00000000||ここで赤毛の女を見かけたか？最近、船でこの場所から出たんだが。
2114670920|00000000||多分そうかも。ひょっとしたら違うかもしれねえ。思い出してみるから金貨を数枚を寄こしな。
2114670921|00000000||背負ってるその剣の代わりにハーブの鞄を持っていたら、あんたを信じるよ。
2114670922|00000000||おう、手伝うよ。ありがてえ…
2114670923|00000000||ああ、今日は金回りがよくて幸運だ。
2114670924|00000000||ええと…耳かっぽじってよく聞け。
2114670925|00000000||その女は墓地の近くのあの方向からやって来た。
2114670926|00000000||彼女を川の向こう側に連れて行くように俺にちゃんとした金額を支払った。
2114670927|00000000||彼女は張りつめてて汚れていたが、俺はそれについて尋ねなかった。
2114670928|00000000||コカトリス亭の近くで彼女を降ろした。
2114670929|00000000||彼女は何も言わずに船から降りた…
2114670932|00000000||気をつけてな！
2114670939|00000000||いいこね。
2114670935|00000000||お入り。
2114670936|00000000||子供たち！
2114670937|00000000||来なさい！
2114670938|00000000||子供たち、私はやらなければならないことががあったみたい。行ってニーラン、あなたとアグネタは夕食を始めてなさい。すぐ家に帰ります。
2114670458|00000000||木々の中で眠っているオオカミ、そよ風の中ですべてのコウモリが…
2114670459|00000000||しかし、一人の魂は不安で、目を覚まし、グール、ハグ、レイスあらゆる風に震えあがる…
2114670940|00000000||これで終わりにしよう。
2114670941|00000000||最初に話しておく必要がある。
2114670942|00000000||[レジスからの手紙を見せる。]
2114670943|00000000||もう十分に話した、戦いを始めても遅くないだろう。
2114670944|00000000||人はそれを忘れています。
2114670945|00000000||…他のことを考えていた。
2114670946|00000000||私と同じこと？
2114670947|00000000||もう時間だ。
2114670948|00000000||まあ、自分のベッドで死ねるウィッチャーなどいない。
2114670949|00000000||あなたも例外ではない。
2114670968|00000000||お前は少年を父親と再会させたいと思っていた男を殺した。
2114670950|00000000||ええと、剣による脅しがいつも私のから最高の結果を引き出すとは限りません。
2114670951|00000000||けっこうだ。だが子供たちを…家畜として使い続けることはもうできない。
2114670952|00000000||それで私に講義をしているあなたは実際何者ですか？
2114670953|00000000||奇妙に思うかもしれないが、俺はお前を助けたい。お前の家で興味深いものを見た…
2114670954|00000000||それで、あなたは周りを調べていたのですか…ウィッチャー、そんなに私に興味をそそられますか？
2114670955|00000000||オリアンナ、お前の児童養護施設は壊された。お前はそれを再び取り戻そうとした、だがお前はそれを再びすべて失うところだ。
2114670451|00000000||この繰り返しを、お前はささいな不便とは見なさなくなったような気がする。
2114670956|00000000||それで、あなたは無意味な感想を述べました、今あなたは私を理解していると思っているの？
2114670957|00000000||俺はお前を理解してはいないかもしれないが、俺は一つのことを知っている。お前が血を飲む必要はない。
2114670958|00000000||アハハ、そのようなナンセンス、ウィッチャー。私が何であるかを思い出させる必要がありますか？血を飲むことは私が生きるのに不可欠です。
2114670969|00000000||あなたは私を助けることはできない。誰も私を助けることはできない。
2114670976|00000000||何を知ってる？お前は正しい。
2114670450|00000000||もうお前と話したいとは思わない。
2114670452|00000000||さようなら、ウィッチャー…
2114670979|00000000||俺にはできないかもしれないが、共通の友人にはできるかもしれない。
2114670959|00000000||これを見てくれ。
2114670960|00000000||うーん。レジス、レジス…いつものように恐ろしく思慮深い。
2114670977|00000000||「栄養のために血を飲むという行為は単なる神話にすぎない」、興味深い…彼は証明したようです…
2114670967|00000000||さて、私たちが戦ったら、彼は動揺するだろうと思いますね。
2114670971|00000000||お前が俺を殺したとしても…村人、騎士、そして他のウィッチャーがお前の背後に迫るだろう、そしてお前はそれをわかっている。
2114670978|00000000||あなたは自ら空腹、自ら本能を克服するために絶えず戦うことがどんなことであるかを知りません。しかし..
2114670972|00000000||少し時間をください
2114670453|00000000||ガラシャムから来た人は、精神が強く、慈悲深く、高貴でなければならない。本当に、レジス？私たちが最初に会ったとき、あなたはこれらの弱い人間を上から攻撃することにとても誇りを持っていました。
2114670454|00000000||そして今、状況は変わったようです…どうやら。おそらく、すべて過去になり…いよいよ時が来たのですね。
2114670455|00000000||わかりました、レジス。
2114670961|00000000||私は決断いたしました。
2114670457|00000000||二度と血を飲まないことを誓います。
2114670963|00000000||お前が誓いを守ることを信用していいのか？
2114670964|00000000||あなたのようなウィッチャーとは違って、私たちは約束を守るという性分があります。
2114670973|00000000||わかった。だがすぐにトゥサンを離れる必要がある。衛兵がお前を探している。
2114670974|00000000||必然だったと思います。この場所を離れましょう。
2114670965|00000000||どこに行く気だ？
2114670456|00000000||あなたが私にくれた手紙はあなただけのものではありません、ゲラルト。
2114670975|00000000||そうか。さて、じゃあ頑張れよ。
2114670966|00000000||貴重品を持って子供たちに別れを告げます。ここで私を待ってください、白狼。
2114670301|00000000||過去において。どんなに金を積んでもウィッチャーにこの契約を成就させることはできないだろう。
2114670300|00000000||時代は変わったのだ。
2114670315|00000000||子供たちはその家にいる。
2114670316|00000000||彼の世話は俺がする。
2114670317|00000000||お前の息子は死んだ。
2114670318|00000000||俺は知らない。
2114670321|00000000||おい、ウィッチャー！
2114670322|00000000||お前はまだ生きてんのか？
2114670323|00000000||私はそれを聞いてうれしい…彼女はそれに値するものを与えられた。
2114670324|00000000||教えろ、私の息子はどこだ？
2114670325|00000000||彼の居場所なんてわかりません。
2114670326|00000000||バカにしてるのか？お前は私の部下がお前が彼女と話しているのを見なかったと思ってるのか！？
2114670327|00000000||もう一度機会をやろう。
2114670329|00000000||うーん…えーと…まあ…
2114670332|00000000||彼は私で育てます。
2114670333|00000000||なんの冗談だ？
2114670334|00000000||お前はただの盗賊だ。俺はお前を信用できない。
2114670335|00000000||お前は私の邪魔をしたことを後悔するだろう！
2114670336|00000000||子供たちはその家にいる。少年と若い少女。生きている。
2114670337|00000000||大丈夫、そうする。
2114670338|00000000||確かにそう願っている。これが俺の助言だ、彼らにそれを見せるな。
2114670339|00000000||ニーランが彼の本当の母親を知っていたらよかったのだが…これが我々の運命の分かれ道だ、ゲラルト。
2114670340|00000000||お前に報いなければ…私が約束したように。
2114670341|00000000||お前が私の金に興味がないことは知っている…しかし、私は何か他のことを考えている。
2114670342|00000000||それはマーゴット…ニーランの母親から私に送られたもの。それは強力だが、悲しみで呪われている。
2114670343|00000000||決闘を要求する！私とお前の！
2114670344|00000000||さようなら、ウィッチャー。そして…ありがとう。
2114670345|00000000||彼女の名で、その世話をしよう。
2114670346|00000000||彼はどれくらいここにいた？
2114670347|00000000||一時間くらい。彼らが話しているのを見た…
2114670348|00000000||天に感謝する！私の息子は無事だ…
2114670349|00000000||それほど難しいことではないゲラルト。いずれ…
2114670350|00000000||少女はどうする？お前は彼女の世話をするのか？
2114670355|00000000||いや…
2114670356|00000000||いい選択だ。
2114670358|00000000||お前を殺してやる、ウィッチャー！
2114670422|00000000||（咳こんで）あぁぁぁぁぁ…やめろ！
2114670423|00000000||これは私の罪、そして私とともにここで死ぬ！
2114670424|00000000||（咳こんで）ひどい面だ、男たちを引き連れて、この惨めな土地から出ていけ。
2114670425|00000000||行け！そうしなければお前を俺自身の手で殺してやる！
2114670431|00000000||すまない、エドワード…
2114670426|00000000||そしてお前は…お前はこの剣を持っていけ…そして私の息子のためにそれを預かってくれ。
2114670427|00000000||その剣は…マーゴット…お前は彼に言う…その名はマーゴット…
2114670428|00000000||マーゴット…すまない…俺はお前を失った…
2114670360|00000000||何が起きたんだウィッチャー？お前は怖気づいたのか？なぜ彼女を見逃した？！
2114670361|00000000||でたらめを言うな！私は彼女を殺すためにお前を雇った！
2114670362|00000000||俺はお前に説明する気はない。
2114670363|00000000||それならお前は臆病者であり裏切り者だ！
2114670364|00000000||私を裏切った者たちがどうなるかわかっているか？
2114670365|00000000||彼を殺せ！
2114670366|00000000||だからお前はうそつきで臆病者なんだ。
2114670367|00000000||最初に我々はお前の世話をし、それから私はその雌犬を自分で狩りにいく。
2114670368|00000000||野郎ども聞いたか？ウィッチャーは我々が…黙って去るように言った。
2114670369|00000000||（笑いながら）そんなに簡単いくとは思わなかっただろう？何の術だ？
2114670370|00000000||私の息子をどうした？！
2114670429|00000000||お前、嘘つき、私はお前を殺す！
2114670430|00000000||首を切りおとしてやる、ウィッチャー！
2114670375|00000000||怪物を守るために人間を殺すウィッチャー。認めましょう、感動しました。
2114670376|00000000||この最も厄介なエドワード男爵が最も大きな報酬を約束したと私は思ってもよいですか？
2114670377|00000000||ここに。
2114670378|00000000||御機嫌よう、リヴィアのゲラルト。
2114670379|00000000||じゃあな、オリアンナ。
2114670390|00000000||世話を頼む、バルナバス・バジル。
2114670391|00000000||ああ、喜んで、ご主人様。
2114670402|00000000||私は残ります。
2114670403|00000000||ぜひ聞かせて。
2114670404|00000000||そんなに寂しかったの？
2114670405|00000000||ウィッチャー、再度お礼を言います。あなたの理解と助けに。
2114670440|00000000||うーん… アグネタ？
2114670441|00000000||なんてことを…
2114670442|00000000||少女の心拍数は速く、かなりの失血したようだ。
2114670443|00000000||あなたは彼女は転んで怪我をしたとでも言うのか？
2114670444|00000000||そのようなものです。教えてください、彼女は大丈夫なのですか？
2114670445|00000000||私はこの怪我がよくない結果をもたらすのではないかと心配している。だが彼女は回復する可能性はあるだろう。
2114670446|00000000||彼女は水をたくさん飲み、ベッドで休んでおく必要がある。
2114670447|00000000||ありがとう、お医者様。
2114670448|00000000||その女の子をよく見ておくように。こんな状態で他に怪我をしたらそれこそ命に係わる可能性がある。
2114670449|00000000||興味深いことに、彼女はある種の葛藤をしている、ためらっているようだ…
2114670094|d445f694||1
2114670095|fd578b5a||警告！
2114670096|07dfdac1||あなたは音声がサポートされていない
2114670097|20da720b||言語を使用しています<br>音声を[EN]に変更することを強くお勧めします。変更しないと、ぴくぴく動くだけのリップシンクのない無音のシーンになります。<br><br>
2114670098|a97c404a||あなたはDLC血塗られた美酒のオリアンナのクエスト「血塗られた真実」をまだプレイしていません。<br>ネタバレや誤解を避けるために、このクエストを開始する前にプレイ(または視聴)することを強くお勧めします！<br><br>
2114670099|3433575e||* 準備ができていない場合は、ESCAPEを押して次の夜ここに戻ってください。<br>
2114670100|3433575f||* とにかく続行したい場合はOKを押してください、しかし警告はしました！<br>
2114670101|913b04c0||警告！戦闘エリアに戻ってください、そうしなければ…
2114670102|9402a6a3||マーゴット
2114670103|b8715ea9||悲しみに浸る。マーゴットは天が泣くときだけ目覚る。Jatoによって作成されました。
2114670104|46ba2782||雨の力
2114670013|00000000||アグネタ
2114670014|00000000||ニーレン
2114670015|00000000||エレディン
2114670016|00000000||トリス
2114670017|00000000||エドワード男爵
2114670018|00000000||男爵の手下
2114670019|00000000||男爵の手下
2114670020|00000000||男爵の手下
2114670021|00000000||男爵の手下
2114670022|00000000||男爵の手下
2114670023|00000000||男爵の手下
2114670024|00000000||ウォーター・ハグ
2114670025|00000000||オリアンナ
2114670026|00000000||オリアンナ
2114670027|00000000||オリアンナ
2114670028|00000000||オリアンナの捜索中に、ゲラルトは「高潔なる人間たち」という一団のリーダーであるエドワード男爵に会った。彼らはただの盗賊のような風貌であった。しかしその見た目にもかかわらず、エドワード男爵自身は悲劇的な状況に悩まされている立派な男という印象であった。<br><br>彼は最愛の人と再会するためにトゥサンに戻ってきたが、彼女は残念ながら亡くなった。現在男爵はオリアンナの児童養護施設に連れて行かれた彼の息子を見つけようとしていた。オリアンナはその少年を「本当の父親」に渡すことに気が進まず、部下のアルフレッド殺しさえした。エドワード男爵は赤毛の悪魔に復讐するためにウィッチャーに依頼をした。<br><br>
2114670029|00000000||男爵は当初、ゲラルトがオリアンナを殺害したことに満足していたが、ゲラルトが彼に自分の息子ニーランを育てるのにふさわしくないと告げたので激怒した。エドワード男爵は、ウィッチャーに決闘を挑む大きな間違いを犯したのにもかかわらず、高潔な人物であった。死の前に彼は息子のために殺し合いをやめるように言った。最期に、彼はゲラルトに彼の息子の遺品として彼の剣を持っていくように頼んだ。<br><br>
2114670030|00000000||男爵はゲラルトがオリアンナを殺害したことに満足し、息子が無事であることを知ったとき感謝した。オリアンナが息子だけでなく女の子も保護していたことを知って驚いた。彼はゲラルトに、家族となる子供たちを互いに引き離さないことを約束した。エドワード男爵は約束された報酬をウィッチャーに支払い、トゥサンを子供たちとともに離れた。<br><br>
2114670031|00000000||男爵は、ウィッチャーがオリアンナを見逃したことに激怒した。男爵と彼の部下は怒って攻撃をしてきたので、ゲラルトは彼らの血で砂を染めることを余儀なくされた。これでエドワード男爵と彼の仲間たちの物語は終焉した。<br><br>
2114670032|00000000||男爵は、ウィッチャーがオリアンナを見逃したことに激怒した。男爵と彼の部下は怒って攻撃をしてきたので、ゲラルトは彼らの血で砂を染めることを余儀なくされた。これでエドワード男爵の物語は終焉した。残された盗賊たちは、男爵の右腕であったティベリウスに率いられ、トゥサンを去った。<br><br>
2114670033|00000000||エドワード男爵
2114670034|00000000||MOD questgroup_ntr Quests
2114670035|00000000||ウィッチャーの感覚を使用してハグの血痕をたどる。
2114670036|00000000||壁の向かい側を調べる。
2114670037|00000000||ウォーター・ハグを倒す。
2114670038|00000000||トリスを倒す。
2114670039|00000000||トリスに話しかける。
2114670040|00000000||コルヴォ・ビアンコで夜中になるまで待つ。
2114670041|00000000||旧友のゲラルトは、復讐と償いに満ちた生と死の陰謀に巻き込まれたことに気づいた。彼はどうやってテシャム・ムトナの廃墟にたどり着いたのかは言えなかったが、ウィッチャーは危険なウォーターハグを追いかけていたのでそれは重要なことではなかった。<br>
2114670042|00000000||ゲラルトは怪物を倒すことができたが、それは致命的ではなかった-ウォーター・ハグはその惨めさでぬかるんだ命をつなぐため逃げた。ウィッチャーは終わらせるためにその血の跡を追跡した。<br>
2114670043|00000000||ハグを追いかけている途中、ゲラルトはトリスに出会った。彼女はこんな奇妙な時間にここで何をしているのだろうか？<br>
2114670044|00000000||奇妙な一連の恐ろしい光景の後、ゲラルトはついに陰鬱な悪夢から目覚めた。<br>
2114670045|00000000||悪夢の夜
2114670046|00000000||(任意)盗賊の野営地近くの円形劇場を調べる。
2114670047|00000000||盗賊の野営地に行きエドワード男爵と話す。
2114670048|00000000||拳闘で盗賊たちを倒す。
2114670049|00000000||オリアンナの部屋を調べる。
2114670050|00000000||オリアンナの児童養護施設を調べる。
2114670051|00000000||外に出て新鮮な空気を吸う。
2114670052|00000000||手紙を読む。
2114670053|00000000||フクロウの近くに落ちている手紙を取る。
2114670054|00000000||(任意)家を調べるためにウィッチャーの感覚を使用する。
2114670055|00000000||コカトリス亭の近くの川辺を調べる。
2114670056|00000000||ウィッチャーの感覚を使用して足跡をたどる。
2114670057|00000000||男爵の手下を倒す。
2114670058|00000000||エドワード男爵を倒す。
2114670059|00000000||オリアンナを倒す。
2114670060|00000000||(任意)オリアンナの日記を読む
2114670061|00000000||家の外でオリアンナを待つ。
2114670062|00000000||ウィッチャーの感覚を使用して足跡をたどる。
2114670063|00000000||ウィッチャーの感覚を使用して馬の足跡をたどる。
2114670064|00000000||ウィッチャーの感覚を使用して香水の臭いをたどる。
2114670065|00000000||オリアンナの手がかりを調べる。
2114670066|00000000||漁師にオリアンナについて尋ねる。
2114670067|00000000||男爵はオリアンナを助けるというウィッチャーの決断に激怒した。その夜、川岸は流血に覆われた。ゲラルトは殺害するという契約を破った。おそらくオリアンナと同様に。人間を犠牲にして吸血鬼を救うということはゲラルトにとって正しい判断だったといえるだろうか？レジスのために彼はそうであることを願うしかなかった。<br>
2114670068|00000000||ゲラルトは盗賊に子供たちがどこにいるかを教えるのを拒んだ。ウィッチャーはこの子供たちを盗賊や吸血鬼のような恐ろしい者たちに育てさせることを許すことができなかった。エドワード男爵はウィッチャーに決闘を挑んだがこれは大きな間違いだった。エドワードは死ぬ前に部下にトゥサンを去るように命じ、ゲラルトにニーランへの記念品として彼の剣を持っていくように頼んだ。ウィッチャーは孤児になった子供たちをコルヴォ・ビアンコに連れて行き、適当な家を探している間彼らを保護した。ゲラルトは父親になる予定の男と仮初めの母親を殺したがそれは正しい判断だったのだろうか？子供たちのために彼はそうであることを願うしかなかった。<br>
